node_A,node_B,node_C
D0757848,D0771182,D0765773
D0757848,D0771182,D0767671
D0757848,D0775275,D0763957
D0757848,D0775275,D0765166
D0757848,D0775275,D0766359
D0757848,D0775275,D0768768
D0757848,D0775275,D0771182
D0757848,D0775275,D0758481
D0757848,D0775275,D0765773
D0757848,D0775275,D0767671
D0758481,D0767671,D0766359
D0758481,D0767671,D0765773
D0758481,D0767671,D0758483
D0758481,D0767671,D0766360
D0758481,D0768768,D0765166
D0758481,D0768768,D0766359
D0758481,D0768768,D0765773
D0758481,D0768768,D0767671
D0758481,D0771182,D0763957
D0758481,D0771182,D0765166
D0758481,D0771182,D0768768
D0758481,D0771182,D0765773
D0758481,D0771182,D0767671
D0758481,D0775275,D0763957
D0758481,D0775275,D0765166
D0758481,D0775275,D0766359
D0758481,D0775275,D0768768
D0758481,D0775275,D0771182
D0758481,D0775275,D0765773
D0758481,D0775275,D0767671
D0765773,D0767671,D0766359
D0765773,D0767671,D0766360
D0765773,D0768768,D0766359
D0765773,D0768768,D0767671
D0765773,D0771182,D0768768
D0765773,D0771182,D0767671
D0765773,D0775275,D0766359
D0765773,D0775275,D0768768
D0765773,D0775275,D0771182
D0765773,D0775275,D0767671
D0767671,D0771182,D0768768
D0767671,D0775275,D0768768
D0767671,D0775275,D0771182
D0747766,D0764575,D0751637
D0752139,D0767671,D0766359
D0752139,D0767671,D0757848
D0752139,D0767671,D0758481
D0752139,D0767671,D0765773
D0752139,D0767671,D0758483
D0752139,D0767671,D0766360
D0758483,D0767671,D0766359
D0758483,D0767671,D0765773
D0758483,D0767671,D0766360
D0761899,D0772335,D0771180
D0761899,D0772335,D0763346
D0761350,D0772335,D0771180
D0761350,D0772335,D0763346
D0761350,D0772335,D0761899
D0752136,D0765164,D0754248
D0752136,D0765164,D0755283
D0752137,D0758481,D0757848
D0759155,D0759157,D0759156
D0754248,D0765164,D0755283
D0750701,D0752135,D0752134
D0760835,D0766359,D0765166
D0747764,D0760834,D0758481
D0747764,D0760835,D0751635
D0747764,D0760835,D0760834
D0786968,D0789446,D0788213
D0786968,D0790004,D0788213
D0786968,D0790004,D0789446
D0786968,D0791224,D0788213
D0786968,D0791224,D0789446
D0786968,D0791224,D0790004
D0786968,D0791862,D0788213
D0786968,D0791862,D0789446
D0786968,D0791862,D0790004
D0786968,D0791862,D0791224
D0786968,D0796573,D0788213
D0786968,D0796573,D0789446
D0786968,D0796573,D0790004
D0786968,D0796573,D0791224
D0786968,D0796573,D0791862
D0786968,D0798948,D0788213
D0786968,D0798948,D0789446
D0786968,D0798948,D0790004
D0786968,D0798948,D0791224
D0786968,D0798948,D0791862
D0786968,D0798948,D0796573
D0786968,D0798948,D0790005
D0786968,D0798948,D0791865
D0786968,D0798949,D0788213
D0786968,D0798949,D0789446
D0786968,D0798949,D0790004
D0786968,D0798949,D0791224
D0786968,D0798949,D0791862
D0786968,D0798949,D0796573
D0786968,D0798949,D0798948
D0786968,D0798949,D0790005
D0786968,D0798949,D0791865
D0788213,D0790004,D0789446
D0788213,D0791224,D0789446
D0788213,D0791224,D0790004
D0788213,D0791862,D0789446
D0788213,D0791862,D0790004
D0788213,D0791862,D0791224
D0788213,D0796573,D0789446
D0788213,D0796573,D0790004
D0788213,D0796573,D0791224
D0788213,D0796573,D0791862
D0788213,D0798948,D0789446
D0788213,D0798948,D0790004
D0788213,D0798948,D0791224
D0788213,D0798948,D0791862
D0788213,D0798948,D0796573
D0788213,D0798948,D0790005
D0788213,D0798948,D0791865
D0788213,D0798949,D0789446
D0788213,D0798949,D0790004
D0788213,D0798949,D0791224
D0788213,D0798949,D0791862
D0788213,D0798949,D0796573
D0788213,D0798949,D0798948
D0788213,D0798949,D0790005
D0788213,D0798949,D0791865
D0788213,D0790005,D0790004
D0789446,D0791224,D0790004
D0789446,D0791862,D0790004
D0789446,D0791862,D0791224
D0789446,D0796573,D0790004
D0789446,D0796573,D0791224
D0789446,D0796573,D0791862
D0789446,D0798948,D0790004
D0789446,D0798948,D0791224
D0789446,D0798948,D0791862
D0789446,D0798948,D0796573
D0789446,D0798948,D0790005
D0789446,D0798948,D0791865
D0789446,D0798949,D0790004
D0789446,D0798949,D0791224
D0789446,D0798949,D0791862
D0789446,D0798949,D0796573
D0789446,D0798949,D0798948
D0789446,D0798949,D0790005
D0789446,D0798949,D0791865
D0790004,D0791862,D0791224
D0790004,D0796573,D0791224
D0790004,D0796573,D0791862
D0790004,D0798948,D0791224
D0790004,D0798948,D0791862
D0790004,D0798948,D0796573
D0790004,D0798948,D0790005
D0790004,D0798948,D0791865
D0790004,D0798949,D0791224
D0790004,D0798949,D0791862
D0790004,D0798949,D0796573
D0790004,D0798949,D0798948
D0790004,D0798949,D0790005
D0790004,D0798949,D0791865
D0791224,D0796573,D0791862
D0791224,D0798948,D0791862
D0791224,D0798948,D0796573
D0791224,D0798948,D0791865
D0791224,D0798949,D0791862
D0791224,D0798949,D0796573
D0791224,D0798949,D0798948
D0791224,D0798949,D0791865
D0791862,D0798948,D0796573
D0791862,D0798948,D0791865
D0791862,D0798949,D0796573
D0791862,D0798949,D0798948
D0791862,D0798949,D0791865
D0796573,D0798949,D0798948
D0790005,D0798948,D0791224
D0790005,D0798948,D0791862
D0790005,D0798948,D0796573
D0790005,D0798948,D0791865
D0790005,D0798949,D0791224
D0790005,D0798949,D0791862
D0790005,D0798949,D0796573
D0790005,D0798949,D0798948
D0790005,D0798949,D0791865
D0799594,D0803310,D0802659
D0799594,D0803310,D0800214
D0799594,D0803310,D0800216
D0777833,D0780841,D0780840
D0777833,D0791867,D0780840
D0777833,D0791867,D0780841
D0777833,D0800214,D0780840
D0777833,D0800214,D0780841
D0777833,D0800214,D0791867
D0777833,D0800216,D0780840
D0777833,D0800216,D0780841
D0777833,D0800216,D0791867
D0777833,D0800216,D0800214
D0777833,D0803310,D0799594
D0777833,D0803310,D0802659
D0777833,D0803310,D0780840
D0777833,D0803310,D0780841
D0777833,D0803310,D0791867
D0777833,D0803310,D0800214
D0777833,D0803310,D0800216
D0780840,D0791867,D0780841
D0780840,D0800214,D0780841
D0780840,D0800214,D0791867
D0780840,D0800216,D0780841
D0780840,D0800216,D0791867
D0780840,D0800216,D0800214
D0780840,D0803310,D0799594
D0780840,D0803310,D0802659
D0780840,D0803310,D0780841
D0780840,D0803310,D0791867
D0780840,D0803310,D0800214
D0780840,D0803310,D0800216
D0780841,D0800214,D0791867
D0780841,D0800216,D0791867
D0780841,D0800216,D0800214
D0780841,D0803310,D0799594
D0780841,D0803310,D0802659
D0780841,D0803310,D0791867
D0780841,D0803310,D0800214
D0780841,D0803310,D0800216
D0791867,D0800216,D0800214
D0791867,D0803310,D0799594
D0791867,D0803310,D0802659
D0791867,D0803310,D0800214
D0791867,D0803310,D0800216
D0800214,D0803310,D0802659
D0800214,D0803310,D0800216
D0800216,D0803310,D0802659
D0799590,D0800211,D0800210
D0781955,D0800210,D0799590
D0781955,D0788843,D0785085
D0781955,D0792923,D0788843
D0781955,D0792923,D0786971
D0792923,D0795954,D0795953
D0783714,D0787586,D0785087
D0783714,D0787587,D0787586
D0783714,D0787590,D0787586
D0783714,D0787590,D0787587
D0783714,D0788844,D0787586
D0783714,D0788844,D0787587
D0783714,D0788844,D0787590
D0783714,D0791230,D0787586
D0783714,D0791230,D0787587
D0783714,D0791230,D0787590
D0783714,D0791230,D0788844
D0787586,D0787590,D0787587
D0787586,D0788844,D0787587
D0787586,D0788844,D0787590
D0787586,D0791230,D0787587
D0787586,D0791230,D0787590
D0787586,D0791230,D0788844
D0787587,D0788844,D0787590
D0787587,D0791230,D0787590
D0787587,D0791230,D0788844
D0787590,D0791230,D0788844
D0785087,D0794708,D0787586
D0779589,D0798948,D0786968
D0779589,D0798948,D0788213
D0779589,D0798948,D0789446
D0779589,D0798948,D0790004
D0779589,D0798948,D0791224
D0779589,D0798948,D0791862
D0779589,D0798948,D0796573
D0779589,D0798948,D0790005
D0779589,D0798948,D0791865
D0779589,D0798949,D0786968
D0779589,D0798949,D0788213
D0779589,D0798949,D0789446
D0779589,D0798949,D0790004
D0779589,D0798949,D0791224
D0779589,D0798949,D0791862
D0779589,D0798949,D0796573
D0779589,D0798949,D0798948
D0779589,D0798949,D0790005
D0779589,D0798949,D0791865
D0791865,D0798948,D0796573
D0791865,D0798949,D0796573
D0791865,D0798949,D0798948
D0777246,D0806158,D0781372
D0786971,D0792923,D0788843
D0793472,D0795339,D0794117
D0791866,D0795339,D0793472
D0791866,D0795339,D0794117
D0810817,D0823935,D0818530
D0810817,D0831106,D0823935
D0810817,D0829274,D0818040
D0806789,D0818533,D0814560
D0806789,D0818533,D0815195
D0806789,D0818533,D0815198
D0806789,D0818533,D0806792
D0806789,D0818533,D0813939
D0806789,D0818533,D0813940
D0806789,D0818533,D0809059
D0806789,D0818533,D0818041
D0806789,D0818533,D0817391
D0818533,D0827021,D0821490
D0818533,D0827021,D0822103
D0818533,D0827021,D0826321
D0818533,D0832916,D0827021
D0807426,D0818528,D0807427
D0807426,D0818528,D0809592
D0807426,D0819124,D0818528
D0807426,D0820907,D0818528
D0807426,D0820907,D0819124
D0807426,D0821488,D0818528
D0807426,D0821488,D0819124
D0807426,D0821488,D0820907
D0807426,D0821489,D0818528
D0807426,D0821489,D0819124
D0807426,D0821489,D0820907
D0807426,D0821489,D0821488
D0807426,D0821490,D0818528
D0807426,D0821490,D0819124
D0807426,D0821490,D0820907
D0807426,D0821490,D0821488
D0807426,D0821490,D0821489
D0807426,D0821490,D0808461
D0807426,D0821490,D0809594
D0807426,D0821490,D0811474
D0807426,D0821490,D0812134
D0807426,D0821490,D0812683
D0807426,D0821490,D0812684
D0807426,D0821490,D0815197
D0807426,D0821490,D0818532
D0807426,D0822103,D0818528
D0807426,D0822103,D0819124
D0807426,D0822103,D0820907
D0807426,D0822103,D0821488
D0807426,D0822103,D0821489
D0807426,D0822103,D0821490
D0807426,D0822103,D0812683
D0807426,D0826321,D0818528
D0807426,D0826321,D0819124
D0807426,D0826321,D0820907
D0807426,D0826321,D0821488
D0807426,D0826321,D0821489
D0807426,D0826321,D0821490
D0807426,D0826321,D0822103
D0807426,D0826321,D0812134
D0807426,D0826321,D0812683
D0807426,D0826321,D0810192
D0807426,D0832343,D0818528
D0807426,D0832343,D0819124
D0807426,D0832343,D0820907
D0807426,D0832343,D0821488
D0807426,D0832343,D0821489
D0807426,D0832343,D0821490
D0807426,D0832343,D0822103
D0807426,D0832343,D0826321
D0807426,D0832343,D0808461
D0807426,D0832343,D0809594
D0807426,D0832343,D0811474
D0807426,D0832343,D0812134
D0807426,D0832343,D0812683
D0807426,D0832343,D0812684
D0807426,D0832343,D0815197
D0807426,D0832343,D0818532
D0807426,D0832343,D0827021
D0807426,D0832343,D0832342
D0807426,D0832343,D0810192
D0807426,D0832343,D0815199
D0807426,D0811474,D0808461
D0807426,D0811474,D0809594
D0807426,D0811474,D0807428
D0807426,D0832342,D0821490
D0807426,D0832342,D0808461
D0807426,D0832342,D0809594
D0807426,D0832342,D0811474
D0807426,D0832342,D0812134
D0807426,D0832342,D0812683
D0807426,D0832342,D0812684
D0807426,D0832342,D0815197
D0807426,D0832342,D0818532
D0807426,D0832342,D0827021
D0807426,D0832342,D0807428
D0807426,D0836712,D0811474
D0807426,D0836712,D0832342
D0807426,D0836712,D0807428
D0818528,D0820907,D0819124
D0818528,D0821488,D0819124
D0818528,D0821488,D0820907
D0818528,D0821489,D0819124
D0818528,D0821489,D0820907
D0818528,D0821489,D0821488
D0818528,D0821490,D0819124
D0818528,D0821490,D0820907
D0818528,D0821490,D0821488
D0818528,D0821490,D0821489
D0818528,D0821490,D0818532
D0818528,D0822103,D0819124
D0818528,D0822103,D0820907
D0818528,D0822103,D0821488
D0818528,D0822103,D0821489
D0818528,D0822103,D0821490
D0818528,D0826321,D0819124
D0818528,D0826321,D0820907
D0818528,D0826321,D0821488
D0818528,D0826321,D0821489
D0818528,D0826321,D0821490
D0818528,D0826321,D0822103
D0818528,D0832343,D0819124
D0818528,D0832343,D0820907
D0818528,D0832343,D0821488
D0818528,D0832343,D0821489
D0818528,D0832343,D0821490
D0818528,D0832343,D0822103
D0818528,D0832343,D0826321
D0818528,D0832343,D0818532
D0818528,D0832343,D0827021
D0818528,D0832343,D0832342
D0819124,D0821488,D0820907
D0819124,D0821489,D0820907
D0819124,D0821489,D0821488
D0819124,D0821490,D0820907
D0819124,D0821490,D0821488
D0819124,D0821490,D0821489
D0819124,D0822103,D0820907
D0819124,D0822103,D0821488
D0819124,D0822103,D0821489
D0819124,D0822103,D0821490
D0819124,D0826321,D0820907
D0819124,D0826321,D0821488
D0819124,D0826321,D0821489
D0819124,D0826321,D0821490
D0819124,D0826321,D0822103
D0819124,D0832343,D0820907
D0819124,D0832343,D0821488
D0819124,D0832343,D0821489
D0819124,D0832343,D0821490
D0819124,D0832343,D0822103
D0819124,D0832343,D0826321
D0819124,D0832343,D0827021
D0819124,D0832343,D0832342
D0820907,D0821489,D0821488
D0820907,D0821490,D0821488
D0820907,D0821490,D0821489
D0820907,D0822103,D0821488
D0820907,D0822103,D0821489
D0820907,D0822103,D0821490
D0820907,D0826321,D0821488
D0820907,D0826321,D0821489
D0820907,D0826321,D0821490
D0820907,D0826321,D0822103
D0820907,D0832343,D0821488
D0820907,D0832343,D0821489
D0820907,D0832343,D0821490
D0820907,D0832343,D0822103
D0820907,D0832343,D0826321
D0820907,D0832343,D0827021
D0820907,D0832343,D0832342
D0821488,D0821490,D0821489
D0821488,D0822103,D0821489
D0821488,D0822103,D0821490
D0821488,D0826321,D0821489
D0821488,D0826321,D0821490
D0821488,D0826321,D0822103
D0821488,D0832343,D0821489
D0821488,D0832343,D0821490
D0821488,D0832343,D0822103
D0821488,D0832343,D0826321
D0821488,D0832343,D0827021
D0821488,D0832343,D0832342
D0821489,D0822103,D0821490
D0821489,D0826321,D0821490
D0821489,D0826321,D0822103
D0821489,D0832343,D0821490
D0821489,D0832343,D0822103
D0821489,D0832343,D0826321
D0821489,D0832343,D0827021
D0821489,D0832343,D0832342
D0821490,D0826321,D0822103
D0821490,D0832343,D0822103
D0821490,D0832343,D0826321
D0821490,D0832343,D0827021
D0821490,D0832343,D0832342
D0821490,D0827021,D0822103
D0821490,D0827021,D0826321
D0821490,D0832342,D0827021
D0821490,D0830451,D0822103
D0821490,D0830451,D0826321
D0821490,D0830451,D0827021
D0822103,D0832343,D0826321
D0822103,D0832343,D0827021
D0822103,D0832343,D0832342
D0822103,D0827021,D0826321
D0822103,D0830451,D0826321
D0822103,D0830451,D0827021
D0826321,D0832343,D0827021
D0826321,D0832343,D0832342
D0826321,D0830451,D0827021
D0807427,D0809592,D0808461
D0807427,D0818528,D0809592
D0807427,D0809594,D0809592
D0807427,D0809594,D0808461
D0807427,D0812684,D0809592
D0807427,D0812684,D0808461
D0807427,D0812684,D0809594
D0807427,D0812684,D0811474
D0807427,D0812684,D0812134
D0807427,D0812684,D0812683
D0809592,D0812684,D0809594
D0809592,D0812684,D0811474
D0809592,D0812684,D0812134
D0809592,D0812684,D0812683
D0807955,D0832338,D0831738
D0814560,D0818533,D0815195
D0814560,D0818533,D0815198
D0814560,D0818533,D0818041
D0814560,D0818533,D0817391
D0815195,D0818533,D0815198
D0815195,D0818533,D0818041
D0815195,D0818533,D0817391
D0816156,D0827022,D0817388
D0806783,D0836711,D0806784
D0808461,D0809594,D0809592
D0808461,D0811474,D0809594
D0808461,D0812134,D0809594
D0808461,D0812134,D0811474
D0808461,D0812683,D0809594
D0808461,D0812683,D0811474
D0808461,D0812683,D0812134
D0808461,D0812684,D0809592
D0808461,D0812684,D0809594
D0808461,D0812684,D0811474
D0808461,D0812684,D0812134
D0808461,D0812684,D0812683
D0808461,D0815197,D0809594
D0808461,D0815197,D0811474
D0808461,D0815197,D0812134
D0808461,D0815197,D0812683
D0808461,D0815197,D0812684
D0808461,D0818532,D0809594
D0808461,D0818532,D0811474
D0808461,D0818532,D0812134
D0808461,D0818532,D0812683
D0808461,D0818532,D0812684
D0808461,D0818532,D0815197
D0808461,D0821490,D0818528
D0808461,D0821490,D0819124
D0808461,D0821490,D0820907
D0808461,D0821490,D0821488
D0808461,D0821490,D0821489
D0808461,D0821490,D0809594
D0808461,D0821490,D0811474
D0808461,D0821490,D0812134
D0808461,D0821490,D0812683
D0808461,D0821490,D0812684
D0808461,D0821490,D0815197
D0808461,D0821490,D0818532
D0808461,D0827021,D0818533
D0808461,D0827021,D0821490
D0808461,D0827021,D0822103
D0808461,D0827021,D0826321
D0808461,D0827021,D0809594
D0808461,D0827021,D0811474
D0808461,D0827021,D0812134
D0808461,D0827021,D0812683
D0808461,D0827021,D0812684
D0808461,D0827021,D0815197
D0808461,D0827021,D0818532
D0808461,D0827021,D0813939
D0808461,D0827021,D0813940
D0808461,D0832342,D0821490
D0808461,D0832342,D0809594
D0808461,D0832342,D0811474
D0808461,D0832342,D0812134
D0808461,D0832342,D0812683
D0808461,D0832342,D0812684
D0808461,D0832342,D0815197
D0808461,D0832342,D0818532
D0808461,D0832342,D0827021
D0808461,D0832343,D0818528
D0808461,D0832343,D0819124
D0808461,D0832343,D0820907
D0808461,D0832343,D0821488
D0808461,D0832343,D0821489
D0808461,D0832343,D0821490
D0808461,D0832343,D0822103
D0808461,D0832343,D0826321
D0808461,D0832343,D0809594
D0808461,D0832343,D0811474
D0808461,D0832343,D0812134
D0808461,D0832343,D0812683
D0808461,D0832343,D0812684
D0808461,D0832343,D0815197
D0808461,D0832343,D0818532
D0808461,D0832343,D0827021
D0808461,D0832343,D0832342
D0808461,D0832343,D0810192
D0808461,D0832343,D0815199
D0809594,D0812134,D0811474
D0809594,D0812683,D0811474
D0809594,D0812683,D0812134
D0809594,D0812684,D0811474
D0809594,D0812684,D0812134
D0809594,D0812684,D0812683
D0809594,D0815197,D0811474
D0809594,D0815197,D0812134
D0809594,D0815197,D0812683
D0809594,D0815197,D0812684
D0809594,D0818532,D0811474
D0809594,D0818532,D0812134
D0809594,D0818532,D0812683
D0809594,D0818532,D0812684
D0809594,D0818532,D0815197
D0809594,D0821490,D0818528
D0809594,D0821490,D0819124
D0809594,D0821490,D0820907
D0809594,D0821490,D0821488
D0809594,D0821490,D0821489
D0809594,D0821490,D0811474
D0809594,D0821490,D0812134
D0809594,D0821490,D0812683
D0809594,D0821490,D0812684
D0809594,D0821490,D0815197
D0809594,D0821490,D0818532
D0809594,D0827021,D0818533
D0809594,D0827021,D0821490
D0809594,D0827021,D0822103
D0809594,D0827021,D0826321
D0809594,D0827021,D0811474
D0809594,D0827021,D0812134
D0809594,D0827021,D0812683
D0809594,D0827021,D0812684
D0809594,D0827021,D0815197
D0809594,D0827021,D0818532
D0809594,D0827021,D0813939
D0809594,D0827021,D0813940
D0809594,D0832342,D0821490
D0809594,D0832342,D0811474
D0809594,D0832342,D0812134
D0809594,D0832342,D0812683
D0809594,D0832342,D0812684
D0809594,D0832342,D0815197
D0809594,D0832342,D0818532
D0809594,D0832342,D0827021
D0809594,D0832343,D0818528
D0809594,D0832343,D0819124
D0809594,D0832343,D0820907
D0809594,D0832343,D0821488
D0809594,D0832343,D0821489
D0809594,D0832343,D0821490
D0809594,D0832343,D0822103
D0809594,D0832343,D0826321
D0809594,D0832343,D0811474
D0809594,D0832343,D0812134
D0809594,D0832343,D0812683
D0809594,D0832343,D0812684
D0809594,D0832343,D0815197
D0809594,D0832343,D0818532
D0809594,D0832343,D0827021
D0809594,D0832343,D0832342
D0809594,D0832343,D0810192
D0809594,D0832343,D0815199
D0811474,D0812683,D0812134
D0811474,D0812684,D0812134
D0811474,D0812684,D0812683
D0811474,D0815197,D0812134
D0811474,D0815197,D0812683
D0811474,D0815197,D0812684
D0811474,D0818532,D0812134
D0811474,D0818532,D0812683
D0811474,D0818532,D0812684
D0811474,D0818532,D0815197
D0811474,D0821490,D0818528
D0811474,D0821490,D0819124
D0811474,D0821490,D0820907
D0811474,D0821490,D0821488
D0811474,D0821490,D0821489
D0811474,D0821490,D0812134
D0811474,D0821490,D0812683
D0811474,D0821490,D0812684
D0811474,D0821490,D0815197
D0811474,D0821490,D0818532
D0811474,D0827021,D0818533
D0811474,D0827021,D0821490
D0811474,D0827021,D0822103
D0811474,D0827021,D0826321
D0811474,D0827021,D0812134
D0811474,D0827021,D0812683
D0811474,D0827021,D0812684
D0811474,D0827021,D0815197
D0811474,D0827021,D0818532
D0811474,D0827021,D0813939
D0811474,D0827021,D0813940
D0811474,D0832342,D0821490
D0811474,D0832342,D0812134
D0811474,D0832342,D0812683
D0811474,D0832342,D0812684
D0811474,D0832342,D0815197
D0811474,D0832342,D0818532
D0811474,D0832342,D0827021
D0811474,D0832343,D0818528
D0811474,D0832343,D0819124
D0811474,D0832343,D0820907
D0811474,D0832343,D0821488
D0811474,D0832343,D0821489
D0811474,D0832343,D0821490
D0811474,D0832343,D0822103
D0811474,D0832343,D0826321
D0811474,D0832343,D0812134
D0811474,D0832343,D0812683
D0811474,D0832343,D0812684
D0811474,D0832343,D0815197
D0811474,D0832343,D0818532
D0811474,D0832343,D0827021
D0811474,D0832343,D0832342
D0811474,D0832343,D0815199
D0811474,D0836712,D0832342
D0811474,D0815199,D0815197
D0812134,D0812684,D0812683
D0812134,D0815197,D0812683
D0812134,D0815197,D0812684
D0812134,D0818532,D0812683
D0812134,D0818532,D0812684
D0812134,D0818532,D0815197
D0812134,D0821490,D0818528
D0812134,D0821490,D0819124
D0812134,D0821490,D0820907
D0812134,D0821490,D0821488
D0812134,D0821490,D0821489
D0812134,D0821490,D0812683
D0812134,D0821490,D0812684
D0812134,D0821490,D0815197
D0812134,D0821490,D0818532
D0812134,D0827021,D0818533
D0812134,D0827021,D0821490
D0812134,D0827021,D0822103
D0812134,D0827021,D0826321
D0812134,D0827021,D0812683
D0812134,D0827021,D0812684
D0812134,D0827021,D0815197
D0812134,D0827021,D0818532
D0812134,D0827021,D0813939
D0812134,D0827021,D0813940
D0812134,D0832342,D0821490
D0812134,D0832342,D0812683
D0812134,D0832342,D0812684
D0812134,D0832342,D0815197
D0812134,D0832342,D0818532
D0812134,D0832342,D0827021
D0812134,D0832343,D0818528
D0812134,D0832343,D0819124
D0812134,D0832343,D0820907
D0812134,D0832343,D0821488
D0812134,D0832343,D0821489
D0812134,D0832343,D0821490
D0812134,D0832343,D0822103
D0812134,D0832343,D0826321
D0812134,D0832343,D0812683
D0812134,D0832343,D0812684
D0812134,D0832343,D0815197
D0812134,D0832343,D0818532
D0812134,D0832343,D0827021
D0812134,D0832343,D0832342
D0812134,D0832343,D0815199
D0812134,D0826321,D0818528
D0812134,D0826321,D0819124
D0812134,D0826321,D0820907
D0812134,D0826321,D0821488
D0812134,D0826321,D0821489
D0812134,D0826321,D0821490
D0812134,D0826321,D0822103
D0812134,D0826321,D0812683
D0812683,D0815197,D0812684
D0812683,D0818532,D0812684
D0812683,D0818532,D0815197
D0812683,D0821490,D0818528
D0812683,D0821490,D0819124
D0812683,D0821490,D0820907
D0812683,D0821490,D0821488
D0812683,D0821490,D0821489
D0812683,D0821490,D0812684
D0812683,D0821490,D0815197
D0812683,D0821490,D0818532
D0812683,D0827021,D0818533
D0812683,D0827021,D0821490
D0812683,D0827021,D0822103
D0812683,D0827021,D0826321
D0812683,D0827021,D0812684
D0812683,D0827021,D0815197
D0812683,D0827021,D0818532
D0812683,D0827021,D0813939
D0812683,D0827021,D0813940
D0812683,D0832342,D0821490
D0812683,D0832342,D0812684
D0812683,D0832342,D0815197
D0812683,D0832342,D0818532
D0812683,D0832342,D0827021
D0812683,D0832343,D0818528
D0812683,D0832343,D0819124
D0812683,D0832343,D0820907
D0812683,D0832343,D0821488
D0812683,D0832343,D0821489
D0812683,D0832343,D0821490
D0812683,D0832343,D0822103
D0812683,D0832343,D0826321
D0812683,D0832343,D0812684
D0812683,D0832343,D0815197
D0812683,D0832343,D0818532
D0812683,D0832343,D0827021
D0812683,D0832343,D0832342
D0812683,D0832343,D0815199
D0812683,D0822103,D0818528
D0812683,D0822103,D0819124
D0812683,D0822103,D0820907
D0812683,D0822103,D0821488
D0812683,D0822103,D0821489
D0812683,D0822103,D0821490
D0812683,D0826321,D0818528
D0812683,D0826321,D0819124
D0812683,D0826321,D0820907
D0812683,D0826321,D0821488
D0812683,D0826321,D0821489
D0812683,D0826321,D0821490
D0812683,D0826321,D0822103
D0812683,D0830451,D0821490
D0812683,D0830451,D0822103
D0812683,D0830451,D0826321
D0812683,D0830451,D0827021
D0812684,D0818532,D0815197
D0812684,D0821490,D0818528
D0812684,D0821490,D0819124
D0812684,D0821490,D0820907
D0812684,D0821490,D0821488
D0812684,D0821490,D0821489
D0812684,D0821490,D0815197
D0812684,D0821490,D0818532
D0812684,D0827021,D0818533
D0812684,D0827021,D0821490
D0812684,D0827021,D0822103
D0812684,D0827021,D0826321
D0812684,D0827021,D0815197
D0812684,D0827021,D0818532
D0812684,D0827021,D0813939
D0812684,D0827021,D0813940
D0812684,D0832342,D0821490
D0812684,D0832342,D0815197
D0812684,D0832342,D0818532
D0812684,D0832342,D0827021
D0812684,D0832343,D0818528
D0812684,D0832343,D0819124
D0812684,D0832343,D0820907
D0812684,D0832343,D0821488
D0812684,D0832343,D0821489
D0812684,D0832343,D0821490
D0812684,D0832343,D0822103
D0812684,D0832343,D0826321
D0812684,D0832343,D0815197
D0812684,D0832343,D0818532
D0812684,D0832343,D0827021
D0812684,D0832343,D0832342
D0812684,D0832343,D0815199
D0815197,D0821490,D0818528
D0815197,D0821490,D0819124
D0815197,D0821490,D0820907
D0815197,D0821490,D0821488
D0815197,D0821490,D0821489
D0815197,D0821490,D0818532
D0815197,D0827021,D0818533
D0815197,D0827021,D0821490
D0815197,D0827021,D0822103
D0815197,D0827021,D0826321
D0815197,D0827021,D0818532
D0815197,D0832342,D0821490
D0815197,D0832342,D0818532
D0815197,D0832342,D0827021
D0815197,D0832343,D0818528
D0815197,D0832343,D0819124
D0815197,D0832343,D0820907
D0815197,D0832343,D0821488
D0815197,D0832343,D0821489
D0815197,D0832343,D0821490
D0815197,D0832343,D0822103
D0815197,D0832343,D0826321
D0815197,D0832343,D0818532
D0815197,D0832343,D0827021
D0815197,D0832343,D0832342
D0815197,D0832343,D0815199
D0815197,D0836713,D0824996
D0818532,D0821490,D0819124
D0818532,D0821490,D0820907
D0818532,D0821490,D0821488
D0818532,D0821490,D0821489
D0818532,D0827021,D0818533
D0818532,D0827021,D0821490
D0818532,D0827021,D0822103
D0818532,D0827021,D0826321
D0818532,D0832342,D0821490
D0818532,D0832342,D0827021
D0818532,D0832343,D0819124
D0818532,D0832343,D0820907
D0818532,D0832343,D0821488
D0818532,D0832343,D0821489
D0818532,D0832343,D0821490
D0818532,D0832343,D0822103
D0818532,D0832343,D0826321
D0818532,D0832343,D0827021
D0818532,D0832343,D0832342
D0827021,D0832343,D0832342
D0810816,D0831106,D0823935
D0810816,D0831106,D0810817
D0810816,D0814559,D0811472
D0815198,D0827020,D0826317
D0815198,D0818533,D0818041
D0815198,D0818533,D0817391
D0810194,D0826319,D0824455
D0806791,D0818534,D0810194
D0810820,D0836714,D0813296
D0810820,D0833521,D0826320
D0806792,D0813940,D0813939
D0806792,D0818533,D0814560
D0806792,D0818533,D0815195
D0806792,D0818533,D0815198
D0806792,D0818533,D0813939
D0806792,D0818533,D0813940
D0806792,D0818533,D0809059
D0806792,D0818533,D0818041
D0806792,D0818533,D0817391
D0806792,D0827021,D0818533
D0806792,D0827021,D0821490
D0806792,D0827021,D0822103
D0806792,D0827021,D0826321
D0806792,D0827021,D0808461
D0806792,D0827021,D0809594
D0806792,D0827021,D0811474
D0806792,D0827021,D0812134
D0806792,D0827021,D0812683
D0806792,D0827021,D0812684
D0806792,D0827021,D0815197
